Date Range,Week Day,Time/Shift Hours,Restaurant,Offer or Time,Base Pay,Peak Pay,Tip Amount,Delivery Total
May 19-25,Thursday,2pm,CFA,By Time,$4.32,$0.00,$1.00,$5.32
May 19-25,Thursday,2pm,Jersey Mikes,By Time,$7.17,$0.00,$4.50,$11.67
May 19-25,Friday,7am,Starbucks,By Time,$5.04,$0.00,$1.75,$6.79
May 19-25,Friday,8am,Starbucks,By Time,$5.15,$0.00,$5.50,$10.65
May 19-25,Friday,8am,CFA,By Time,$5.67,$0.00,$4.00,$9.67
May 19-25,Friday,9am,First Watch,By Time,$2.88,$0.00,$3.50,$6.38
May 19-25,Saturday,7am,Dunkin Donuts,Per Offer,$2.00,$0.00,$3.00,$5.00
May 19-25,Saturday,6pm,Sushi 99,By Time,$5.45,$0.00,$7.00,$12.45
May 19-25,Saturday,5pm,Pizza Hut,By Time,$4.82,$0.00,$0.00,$4.82
May 19-25,Saturday,5pm,Pizza Hut,By Time,$4.67,$0.00,$0.00,$4.67
May 26-Jun 1,Monday,7am,CFA,By Time,$3.16,$0.00,$1.75,$4.91
May 26-Jun 1,Monday,7am,First Watch,By Time,$4.00,$0.00,$3.00,$7.00
May 26-Jun 1,Tuesday,5pm,Moes,By Time,$3.66,$0.00,$2.75,$6.41
May 26-Jun 1,Wednesday,12pm,Panera,By Time,$4.94,$0.00,$0.00,$4.94
May 26-Jun 1,Wednesday,5pm,Wendys,By Time,$3.41,$0.00,$0.00,$3.41
May 26-Jun 1,Wednesday,6pm,Papa Johns,By Time,$5.19,$0.00,$0.00,$5.19
May 26-Jun 1,Thursday,8am,McDonalds,By Time,$3.31,$0.00,$3.00,$6.31
May 26-Jun 1,Thursday,8am,CFA,By Time,$3.13,$0.00,$6.00,$9.13
May 26-Jun 1,Thursday,11am,CFA,By Time,$4.72,$0.00,$0.00,$4.72
May 26-Jun 1,Thursday,5pm,CFA,By Time,$4.94,$0.00,$3.00,$7.94
May 26-Jun 1,Thursday,6pm,Culvers,By Time,$4.46,$0.00,$1.00,$5.46
May 26-Jun 1,Thursday,6pm,Manzanos Deli,By Time,$3.16,$0.00,$2.50,$5.66
May 26-Jun 1,Thursday,6pm,Jersey Mikes,By Time,$6.40,$0.00,$5.00,$11.40
May 26-Jun 1,Friday,8am,Dennys,By Time,$5.52,$0.00,$0.00,$5.52
May 26-Jun 1,Friday,9am,McDonalds,By Time,$4.27,$0.00,$2.75,$7.02
May 26-Jun 1,Friday,9am,CFA,By Time,$4.72,$0.00,$0.00,$4.72
May 26-Jun 1,Friday,10am,McDonalds,By Time,$4.09,$0.00,$1.00,$5.09
May 26-Jun 1,Friday,3pm,CFA,By Time,$6.49,$0.00,$1.50,$7.99
May 26-Jun 1,Friday,5pm,Pizza Hut,By Time,$6.33,$0.00,$6.00,$12.33
May 26-Jun 1,Friday,5pm,Chilis,By Time,$9.59,$0.00,$5.00,$14.59
May 26-Jun 1,Saturday,4pm,Millers Ale House,By Time,$4.08,$0.00,$7.00,$11.08
May 26-Jun 1,Saturday,4pm,Ginza,By Time,$4.09,$0.00,$9.50,$13.59
May 26-Jun 1,Saturday,5pm,McDonalds,By Time,$2.47,$0.00,$5.25,$7.72
May 26-Jun 1,Saturday,5pm,China Chef,By Time,$5.39,$0.00,$1.63,$7.02
May 26-Jun 1,Saturday,6pm,Moes,By Time,$3.93,$0.00,$0.00,$3.93
May 26-Jun 1,Saturday,6pm,Burger King,By Time,$5.63,$0.00,$0.00,$5.63
May 26-Jun 1,Saturday,7pm,Pizza Hut,By Time,$5.58,$0.00,$0.00,$5.58
May 26-Jun 1,Saturday,7pm,Burger King,By Time,$5.75,$0.00,$0.00,$5.75
May 26-Jun 1,Sunday,12pm,Ginza,By Time,$3.62,$0.00,$0.00,$3.62
Jun 2-8,Tuesday,10am,Peach Valley Cafe,By Time,$6.70,$0.00,$4.00,$10.70
Jun 2-8,Tuesday,11am,Moes,By Time,$5.08,$0.00,$3.00,$8.08
Jun 2-8,Tuesday,11am,CFA,By Time,$3.84,$0.00,$3.00,$6.84
Jun 2-8,Tuesday,11am,Popeyes,By Time,$6.10,$0.00,$0.00,$6.10
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
,,,,,,,,$0.00
